,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Name,BG_staticGird_StructuredLight_100_afterMirror,BG_staticGird_StructuredLight_100_offDome,BG_staticGird_StructuredLight_100_beforeMirror,BG_staticGird_StructuredLight_100_afterMirror,BG_staticGird_StructuredLight_100_offDome,BG_staticGird_StructuredLight_100_beforeMirror,BG_staticGird_StructuredLight_100_afterMirror,BG_staticGird_StructuredLight,RB_staticGird_StructuredLight,RG_staticGird_StructuredLight,B_staticGird_StructuredLight_100,G_staticGird_StructuredLight_100,BG_staticGird_StructuredLight_100_offDome,BG_staticGird_StructuredLight_100_beforeMirror,BG_staticGird_StructuredLight_100_afterMirror
Date,10/28/2014,10/28/2014,10/28/2014,10/28/2014,10/28/2014,10/28/2014,10/28/2014,10/28/2014,10/28/2014,10/28/2014,10/28/2014,10/28/2014,10/28/2014,10/28/2014,10/28/2014
Time,15:18pm,15:12pm,15:16pm,15:18pm,15:12pm,15:16pm,15:18pm,14:47pm,14:53pm,14:59pm,15:08pm,15:11pm,15:12pm,15:16pm,15:18pm
T_int [ms],6913,6515,24,6913,6515,24,6913,10293,16749,11365,8916,6340,6515,24,6913
618 nm,1.77306E-05,1.60253E-05,2.57592E-03,1.77306E-05,1.60253E-05,2.57592E-03,1.77306E-05,9.90359E-06,1.58592E-06,8.16381E-06,2.09722E-07,1.56891E-05,1.60253E-05,2.57592E-03,1.77306E-05
619 nm,1.72071E-05,1.55575E-05,2.51108E-03,1.72071E-05,1.55575E-05,2.51108E-03,1.72071E-05,9.52391E-06,1.50337E-06,8.03862E-06,1.50456E-07,1.53405E-05,1.55575E-05,2.51108E-03,1.72071E-05
620 nm,1.69401E-05,1.48596E-05,2.45913E-03,1.69401E-05,1.48596E-05,2.45913E-03,1.69401E-05,9.51884E-06,1.50361E-06,8.01779E-06,4.24606E-07,1.51631E-05,1.48596E-05,2.45913E-03,1.69401E-05
621 nm,1.62421E-05,1.47336E-05,2.39588E-03,1.62421E-05,1.47336E-05,2.39588E-03,1.62421E-05,9.47368E-06,1.50302E-06,7.30335E-06,7.44949E-08,1.50863E-05,1.47336E-05,2.39588E-03,1.62421E-05
622 nm,1.61371E-05,1.43207E-05,2.36839E-03,1.61371E-05,1.43207E-05,2.36839E-03,1.61371E-05,8.94902E-06,1.48908E-06,7.60541E-06,2.28251E-07,1.45181E-05,1.43207E-05,2.36839E-03,1.61371E-05
623 nm,1.57494E-05,1.42322E-05,2.27972E-03,1.57494E-05,1.42322E-05,2.27972E-03,1.57494E-05,9.00533E-06,1.22188E-06,7.30440E-06,1.05295E-07,1.47796E-05,1.42322E-05,2.27972E-03,1.57494E-05
624 nm,1.56000E-05,1.40075E-05,2.26220E-03,1.56000E-05,1.40075E-05,2.26220E-03,1.56000E-05,8.90831E-06,1.40921E-06,7.15671E-06,0.00000E+00,1.39317E-05,1.40075E-05,2.26220E-03,1.56000E-05
625 nm,1.53464E-05,1.33058E-05,2.24094E-03,1.53464E-05,1.33058E-05,2.24094E-03,1.53464E-05,8.43661E-06,1.15956E-06,7.23112E-06,4.85662E-08,1.34180E-05,1.33058E-05,2.24094E-03,1.53464E-05
626 nm,1.48430E-05,1.34143E-05,2.15147E-03,1.48430E-05,1.34143E-05,2.15147E-03,1.48430E-05,8.29939E-06,9.81734E-07,6.89345E-06,8.62628E-10,1.36060E-05,1.34143E-05,2.15147E-03,1.48430E-05
627 nm,1.47007E-05,1.32555E-05,2.12392E-03,1.47007E-05,1.32555E-05,2.12392E-03,1.47007E-05,8.22285E-06,8.50213E-07,6.94719E-06,2.66842E-07,1.33786E-05,1.32555E-05,2.12392E-03,1.47007E-05
628 nm,1.39082E-05,1.29180E-05,2.09429E-03,1.39082E-05,1.29180E-05,2.09429E-03,1.39082E-05,8.09339E-06,1.01926E-06,6.67981E-06,0.00000E+00,1.29527E-05,1.29180E-05,2.09429E-03,1.39082E-05
629 nm,1.37593E-05,1.26867E-05,2.06563E-03,1.37593E-05,1.26867E-05,2.06563E-03,1.37593E-05,7.76816E-06,1.31866E-06,6.49562E-06,2.37349E-08,1.27553E-05,1.26867E-05,2.06563E-03,1.37593E-05
630 nm,1.40102E-05,1.23810E-05,2.02739E-03,1.40102E-05,1.23810E-05,2.02739E-03,1.40102E-05,7.54938E-06,1.22186E-06,6.16628E-06,1.45481E-08,1.24663E-05,1.23810E-05,2.02739E-03,1.40102E-05
631 nm,1.32211E-05,1.19064E-05,1.96356E-03,1.32211E-05,1.19064E-05,1.96356E-03,1.32211E-05,7.76909E-06,1.07121E-06,6.38159E-06,3.74054E-07,1.21148E-05,1.19064E-05,1.96356E-03,1.32211E-05
632 nm,1.33882E-05,1.17173E-05,1.91754E-03,1.33882E-05,1.17173E-05,1.91754E-03,1.33882E-05,7.39675E-06,8.86654E-07,5.92519E-06,0.00000E+00,1.16954E-05,1.17173E-05,1.91754E-03,1.33882E-05
633 nm,1.28939E-05,1.13189E-05,1.89862E-03,1.28939E-05,1.13189E-05,1.89862E-03,1.28939E-05,6.99685E-06,8.42439E-07,5.81793E-06,4.79282E-08,1.16025E-05,1.13189E-05,1.89862E-03,1.28939E-05
634 nm,1.26425E-05,1.11597E-05,1.85552E-03,1.26425E-05,1.11597E-05,1.85552E-03,1.26425E-05,6.77682E-06,4.39554E-07,5.77970E-06,0.00000E+00,1.17030E-05,1.11597E-05,1.85552E-03,1.26425E-05
635 nm,1.21982E-05,1.11141E-05,1.82934E-03,1.21982E-05,1.11141E-05,1.82934E-03,1.21982E-05,6.47814E-06,2.60407E-07,5.68220E-06,4.38162E-08,1.09423E-05,1.11141E-05,1.82934E-03,1.21982E-05
636 nm,1.21368E-05,1.05773E-05,1.77381E-03,1.21368E-05,1.05773E-05,1.77381E-03,1.21368E-05,6.84667E-06,1.89796E-07,5.52460E-06,3.78616E-08,1.07291E-05,1.05773E-05,1.77381E-03,1.21368E-05
637 nm,1.18292E-05,1.04558E-05,1.74767E-03,1.18292E-05,1.04558E-05,1.74767E-03,1.18292E-05,6.42979E-06,2.21328E-07,5.38712E-06,1.44085E-07,1.05780E-05,1.04558E-05,1.74767E-03,1.18292E-05
638 nm,1.13195E-05,9.94911E-06,1.69524E-03,1.13195E-05,9.94911E-06,1.69524E-03,1.13195E-05,6.18518E-06,2.11363E-07,5.29296E-06,1.39401E-07,1.05932E-05,9.94911E-06,1.69524E-03,1.13195E-05
639 nm,1.12207E-05,1.00583E-05,1.68601E-03,1.12207E-05,1.00583E-05,1.68601E-03,1.12207E-05,6.34358E-06,3.53355E-07,4.96730E-06,1.70877E-07,9.86732E-06,1.00583E-05,1.68601E-03,1.12207E-05
640 nm,1.14268E-05,9.95056E-06,1.63162E-03,1.14268E-05,9.95056E-06,1.63162E-03,1.14268E-05,6.25702E-06,1.85121E-07,4.87232E-06,5.61446E-08,9.73751E-06,9.95056E-06,1.63162E-03,1.14268E-05
641 nm,1.07155E-05,9.50750E-06,1.59608E-03,1.07155E-05,9.50750E-06,1.59608E-03,1.07155E-05,5.75049E-06,1.37132E-07,4.91081E-06,1.46894E-07,9.55194E-06,9.50750E-06,1.59608E-03,1.07155E-05
642 nm,1.04220E-05,9.20328E-06,1.54787E-03,1.04220E-05,9.20328E-06,1.54787E-03,1.04220E-05,5.78560E-06,1.59258E-07,4.79233E-06,1.26722E-07,9.40101E-06,9.20328E-06,1.54787E-03,1.04220E-05
643 nm,9.94683E-06,9.21368E-06,1.53627E-03,9.94683E-06,9.21368E-06,1.53627E-03,9.94683E-06,5.56295E-06,7.08472E-08,4.51219E-06,8.10641E-09,9.62291E-06,9.21368E-06,1.53627E-03,9.94683E-06
644 nm,1.01255E-05,8.67600E-06,1.49374E-03,1.01255E-05,8.67600E-06,1.49374E-03,1.01255E-05,5.59224E-06,2.28992E-07,4.64015E-06,0.00000E+00,8.75565E-06,8.67600E-06,1.49374E-03,1.01255E-05
645 nm,9.64939E-06,8.74135E-06,1.47087E-03,9.64939E-06,8.74135E-06,1.47087E-03,9.64939E-06,5.11717E-06,1.57363E-07,4.40573E-06,1.36662E-07,8.83659E-06,8.74135E-06,1.47087E-03,9.64939E-06
646 nm,9.91386E-06,8.36967E-06,1.42893E-03,9.91386E-06,8.36967E-06,1.42893E-03,9.91386E-06,5.29374E-06,2.44480E-07,4.27631E-06,4.14050E-08,8.35180E-06,8.36967E-06,1.42893E-03,9.91386E-06
647 nm,9.41617E-06,8.21461E-06,1.39279E-03,9.41617E-06,8.21461E-06,1.39279E-03,9.41617E-06,5.03916E-06,1.40114E-07,4.31054E-06,0.00000E+00,8.23440E-06,8.21461E-06,1.39279E-03,9.41617E-06
648 nm,8.85355E-06,7.89240E-06,1.36306E-03,8.85355E-06,7.89240E-06,1.36306E-03,8.85355E-06,4.69686E-06,2.99647E-07,4.15112E-06,0.00000E+00,8.32591E-06,7.89240E-06,1.36306E-03,8.85355E-06
649 nm,8.81901E-06,7.43719E-06,1.33044E-03,8.81901E-06,7.43719E-06,1.33044E-03,8.81901E-06,4.97119E-06,3.01790E-07,3.84399E-06,5.12815E-08,7.42866E-06,7.43719E-06,1.33044E-03,8.81901E-06
650 nm,8.65148E-06,7.52902E-06,1.30388E-03,8.65148E-06,7.52902E-06,1.30388E-03,8.65148E-06,4.77782E-06,3.95540E-07,3.93464E-06,5.29419E-08,7.69188E-06,7.52902E-06,1.30388E-03,8.65148E-06
651 nm,8.43198E-06,7.23435E-06,1.26283E-03,8.43198E-06,7.23435E-06,1.26283E-03,8.43198E-06,4.59608E-06,3.24088E-07,3.69351E-06,8.34514E-08,7.27870E-06,7.23435E-06,1.26283E-03,8.43198E-06
652 nm,8.26671E-06,7.29206E-06,1.26014E-03,8.26671E-06,7.29206E-06,1.26014E-03,8.26671E-06,4.36050E-06,5.49625E-07,3.62882E-06,0.00000E+00,7.44721E-06,7.29206E-06,1.26014E-03,8.26671E-06
653 nm,8.07502E-06,6.84028E-06,1.21540E-03,8.07502E-06,6.84028E-06,1.21540E-03,8.07502E-06,4.32768E-06,3.45344E-07,3.70388E-06,1.93560E-09,7.22073E-06,6.84028E-06,1.21540E-03,8.07502E-06
654 nm,7.90769E-06,6.98548E-06,1.20691E-03,7.90769E-06,6.98548E-06,1.20691E-03,7.90769E-06,4.04427E-06,3.38140E-07,3.64745E-06,1.88812E-07,7.01069E-06,6.98548E-06,1.20691E-03,7.90769E-06
655 nm,7.80084E-06,6.69365E-06,1.16655E-03,7.80084E-06,6.69365E-06,1.16655E-03,7.80084E-06,4.31505E-06,3.15121E-07,3.47670E-06,3.78970E-08,6.67468E-06,6.69365E-06,1.16655E-03,7.80084E-06
656 nm,7.46918E-06,6.34507E-06,1.13594E-03,7.46918E-06,6.34507E-06,1.13594E-03,7.46918E-06,3.87125E-06,1.25839E-07,3.15635E-06,0.00000E+00,6.14457E-06,6.34507E-06,1.13594E-03,7.46918E-06
657 nm,7.37013E-06,6.44005E-06,1.11116E-03,7.37013E-06,6.44005E-06,1.11116E-03,7.37013E-06,4.17488E-06,1.58522E-08,3.27410E-06,2.15443E-07,6.24741E-06,6.44005E-06,1.11116E-03,7.37013E-06
658 nm,6.95941E-06,6.27392E-06,1.06885E-03,6.95941E-06,6.27392E-06,1.06885E-03,6.95941E-06,3.51171E-06,2.18275E-07,3.26876E-06,0.00000E+00,6.29341E-06,6.27392E-06,1.06885E-03,6.95941E-06
659 nm,6.79255E-06,5.81672E-06,1.08793E-03,6.79255E-06,5.81672E-06,1.08793E-03,6.79255E-06,3.58015E-06,6.15779E-08,3.06436E-06,7.72882E-09,6.27150E-06,5.81672E-06,1.08793E-03,6.79255E-06
660 nm,6.67187E-06,5.74097E-06,1.02970E-03,6.67187E-06,5.74097E-06,1.02970E-03,6.67187E-06,3.35008E-06,2.44915E-07,3.05410E-06,5.42785E-10,5.99431E-06,5.74097E-06,1.02970E-03,6.67187E-06
661 nm,6.56022E-06,5.84661E-06,1.01573E-03,6.56022E-06,5.84661E-06,1.01573E-03,6.56022E-06,3.30942E-06,2.30280E-07,2.82399E-06,0.00000E+00,5.56880E-06,5.84661E-06,1.01573E-03,6.56022E-06
662 nm,6.20710E-06,5.78802E-06,9.87577E-04,6.20710E-06,5.78802E-06,9.87577E-04,6.20710E-06,3.19381E-06,2.82421E-07,2.65539E-06,9.34966E-08,5.67234E-06,5.78802E-06,9.87577E-04,6.20710E-06
663 nm,6.41521E-06,5.63777E-06,9.72287E-04,6.41521E-06,5.63777E-06,9.72287E-04,6.41521E-06,3.37893E-06,1.96250E-07,2.73177E-06,8.78782E-08,5.22826E-06,5.63777E-06,9.72287E-04,6.41521E-06
664 nm,5.97081E-06,5.17343E-06,9.71864E-04,5.97081E-06,5.17343E-06,9.71864E-04,5.97081E-06,3.28587E-06,2.25265E-07,2.67154E-06,0.00000E+00,5.64727E-06,5.17343E-06,9.71864E-04,5.97081E-06
665 nm,5.75778E-06,5.33384E-06,8.98606E-04,5.75778E-06,5.33384E-06,8.98606E-04,5.75778E-06,3.09208E-06,1.88017E-07,2.77529E-06,6.80066E-09,5.11503E-06,5.33384E-06,8.98606E-04,5.75778E-06
666 nm,5.68331E-06,5.07769E-06,9.19783E-04,5.68331E-06,5.07769E-06,9.19783E-04,5.68331E-06,3.07323E-06,1.92710E-07,2.50845E-06,0.00000E+00,4.92267E-06,5.07769E-06,9.19783E-04,5.68331E-06
667 nm,5.63500E-06,4.55745E-06,8.70789E-04,5.63500E-06,4.55745E-06,8.70789E-04,5.63500E-06,3.13342E-06,5.82232E-08,2.78646E-06,1.84898E-07,4.96635E-06,4.55745E-06,8.70789E-04,5.63500E-06
668 nm,5.49331E-06,4.60503E-06,8.72744E-04,5.49331E-06,4.60503E-06,8.72744E-04,5.49331E-06,2.86056E-06,3.10673E-07,2.40225E-06,4.74357E-08,4.78546E-06,4.60503E-06,8.72744E-04,5.49331E-06
669 nm,5.52354E-06,4.39021E-06,8.44689E-04,5.52354E-06,4.39021E-06,8.44689E-04,5.52354E-06,2.76410E-06,3.99537E-07,2.27514E-06,0.00000E+00,4.56980E-06,4.39021E-06,8.44689E-04,5.52354E-06
670 nm,5.04638E-06,4.40160E-06,8.41859E-04,5.04638E-06,4.40160E-06,8.41859E-04,5.04638E-06,2.66714E-06,9.55285E-09,2.22738E-06,4.24839E-09,4.29787E-06,4.40160E-06,8.41859E-04,5.04638E-06
671 nm,4.99341E-06,4.02791E-06,7.99565E-04,4.99341E-06,4.02791E-06,7.99565E-04,4.99341E-06,2.68677E-06,1.07348E-07,1.99669E-06,2.40203E-08,4.47627E-06,4.02791E-06,7.99565E-04,4.99341E-06
672 nm,4.57272E-06,4.38122E-06,7.74641E-04,4.57272E-06,4.38122E-06,7.74641E-04,4.57272E-06,2.64661E-06,1.71062E-07,2.10824E-06,2.15689E-07,4.06225E-06,4.38122E-06,7.74641E-04,4.57272E-06
673 nm,4.53774E-06,4.02522E-06,7.60249E-04,4.53774E-06,4.02522E-06,7.60249E-04,4.53774E-06,2.56121E-06,1.81867E-07,2.26665E-06,4.01835E-08,4.10833E-06,4.02522E-06,7.60249E-04,4.53774E-06
674 nm,4.64922E-06,4.31023E-06,7.46482E-04,4.64922E-06,4.31023E-06,7.46482E-04,4.64922E-06,2.59751E-06,8.80342E-09,2.10812E-06,0.00000E+00,3.94628E-06,4.31023E-06,7.46482E-04,4.64922E-06
675 nm,4.43615E-06,3.71929E-06,7.29630E-04,4.43615E-06,3.71929E-06,7.29630E-04,4.43615E-06,2.18753E-06,6.48876E-08,2.00755E-06,1.20552E-07,4.01439E-06,3.71929E-06,7.29630E-04,4.43615E-06
676 nm,4.23058E-06,3.73899E-06,7.03651E-04,4.23058E-06,3.73899E-06,7.03651E-04,4.23058E-06,2.60148E-06,2.13158E-07,2.05579E-06,0.00000E+00,4.07392E-06,3.73899E-06,7.03651E-04,4.23058E-06
677 nm,4.20660E-06,3.55427E-06,6.90238E-04,4.20660E-06,3.55427E-06,6.90238E-04,4.20660E-06,2.15853E-06,3.50169E-07,1.93448E-06,2.89424E-08,3.49402E-06,3.55427E-06,6.90238E-04,4.20660E-06
678 nm,4.32040E-06,3.51916E-06,7.00246E-04,4.32040E-06,3.51916E-06,7.00246E-04,4.32040E-06,2.25170E-06,6.43644E-08,1.91553E-06,9.62712E-08,3.38090E-06,3.51916E-06,7.00246E-04,4.32040E-06
679 nm,3.80173E-06,3.42541E-06,6.36482E-04,3.80173E-06,3.42541E-06,6.36482E-04,3.80173E-06,1.94680E-06,2.63718E-07,1.67855E-06,2.04983E-09,3.20228E-06,3.42541E-06,6.36482E-04,3.80173E-06
680 nm,3.86839E-06,3.19501E-06,6.59069E-04,3.86839E-06,3.19501E-06,6.59069E-04,3.86839E-06,1.87544E-06,3.74211E-07,1.77801E-06,0.00000E+00,3.25857E-06,3.19501E-06,6.59069E-04,3.86839E-06
681 nm,3.85494E-06,3.47533E-06,6.37479E-04,3.85494E-06,3.47533E-06,6.37479E-04,3.85494E-06,2.21349E-06,1.40963E-07,1.77830E-06,7.63737E-08,3.43116E-06,3.47533E-06,6.37479E-04,3.85494E-06
682 nm,4.04607E-06,3.09258E-06,6.19907E-04,4.04607E-06,3.09258E-06,6.19907E-04,4.04607E-06,2.12150E-06,2.83321E-07,1.51061E-06,3.04308E-07,3.25582E-06,3.09258E-06,6.19907E-04,4.04607E-06
683 nm,3.42638E-06,3.16625E-06,6.07680E-04,3.42638E-06,3.16625E-06,6.07680E-04,3.42638E-06,1.75778E-06,4.83765E-08,1.45252E-06,2.17876E-08,2.76779E-06,3.16625E-06,6.07680E-04,3.42638E-06
684 nm,3.37690E-06,3.38979E-06,6.09173E-04,3.37690E-06,3.38979E-06,6.09173E-04,3.37690E-06,2.03631E-06,1.37112E-07,1.58456E-06,0.00000E+00,3.20326E-06,3.38979E-06,6.09173E-04,3.37690E-06
685 nm,3.39647E-06,2.91159E-06,5.92624E-04,3.39647E-06,2.91159E-06,5.92624E-04,3.39647E-06,1.64496E-06,2.06517E-07,1.27422E-06,7.13634E-08,2.91275E-06,2.91159E-06,5.92624E-04,3.39647E-06
686 nm,3.47057E-06,2.87735E-06,5.65738E-04,3.47057E-06,2.87735E-06,5.65738E-04,3.47057E-06,1.77587E-06,1.29905E-07,1.65571E-06,6.55095E-08,3.03738E-06,2.87735E-06,5.65738E-04,3.47057E-06
687 nm,3.39147E-06,2.52514E-06,5.57527E-04,3.39147E-06,2.52514E-06,5.57527E-04,3.39147E-06,1.88562E-06,2.30441E-07,1.49314E-06,1.56017E-07,2.78669E-06,2.52514E-06,5.57527E-04,3.39147E-06
688 nm,3.11277E-06,2.79890E-06,5.34313E-04,3.11277E-06,2.79890E-06,5.34313E-04,3.11277E-06,1.78589E-06,1.93556E-07,1.56720E-06,2.97841E-07,2.87993E-06,2.79890E-06,5.34313E-04,3.11277E-06
689 nm,3.07321E-06,2.61499E-06,4.96570E-04,3.07321E-06,2.61499E-06,4.96570E-04,3.07321E-06,1.30492E-06,3.13313E-07,1.13775E-06,1.40539E-07,2.51625E-06,2.61499E-06,4.96570E-04,3.07321E-06
690 nm,2.85585E-06,2.71381E-06,4.97666E-04,2.85585E-06,2.71381E-06,4.97666E-04,2.85585E-06,1.52803E-06,1.81441E-07,1.14114E-06,0.00000E+00,2.63804E-06,2.71381E-06,4.97666E-04,2.85585E-06
691 nm,2.96630E-06,2.70284E-06,5.18922E-04,2.96630E-06,2.70284E-06,5.18922E-04,2.96630E-06,1.75948E-06,2.89927E-08,1.29390E-06,0.00000E+00,2.74838E-06,2.70284E-06,5.18922E-04,2.96630E-06
692 nm,3.17815E-06,2.56511E-06,4.99929E-04,3.17815E-06,2.56511E-06,4.99929E-04,3.17815E-06,1.16157E-06,1.60942E-08,1.25163E-06,1.75239E-07,2.12945E-06,2.56511E-06,4.99929E-04,3.17815E-06
693 nm,3.00382E-06,2.81884E-06,4.93305E-04,3.00382E-06,2.81884E-06,4.93305E-04,3.00382E-06,1.60903E-06,8.15140E-08,1.45701E-06,7.44077E-08,2.37285E-06,2.81884E-06,4.93305E-04,3.00382E-06
694 nm,2.87918E-06,2.23273E-06,4.98767E-04,2.87918E-06,2.23273E-06,4.98767E-04,2.87918E-06,1.41451E-06,2.32199E-07,1.02724E-06,2.12949E-07,2.01924E-06,2.23273E-06,4.98767E-04,2.87918E-06
695 nm,2.52399E-06,2.16579E-06,4.69574E-04,2.52399E-06,2.16579E-06,4.69574E-04,2.52399E-06,1.43929E-06,1.18475E-07,1.01024E-06,0.00000E+00,2.46790E-06,2.16579E-06,4.69574E-04,2.52399E-06
696 nm,2.70857E-06,2.13492E-06,4.29147E-04,2.70857E-06,2.13492E-06,4.29147E-04,2.70857E-06,1.52079E-06,1.24782E-08,8.95945E-07,6.04641E-08,2.09318E-06,2.13492E-06,4.29147E-04,2.70857E-06
697 nm,2.22876E-06,1.99300E-06,4.47997E-04,2.22876E-06,1.99300E-06,4.47997E-04,2.22876E-06,1.08899E-06,4.86338E-08,9.98591E-07,8.63185E-08,2.14185E-06,1.99300E-06,4.47997E-04,2.22876E-06
698 nm,2.54467E-06,1.74682E-06,4.26215E-04,2.54467E-06,1.74682E-06,4.26215E-04,2.54467E-06,1.30739E-06,1.90893E-08,9.13944E-07,2.78108E-07,2.14528E-06,1.74682E-06,4.26215E-04,2.54467E-06
699 nm,2.05141E-06,2.04510E-06,4.23146E-04,2.05141E-06,2.04510E-06,4.23146E-04,2.05141E-06,1.15444E-06,1.62228E-07,1.12913E-06,8.34802E-08,1.76939E-06,2.04510E-06,4.23146E-04,2.05141E-06
700 nm,2.17390E-06,1.79401E-06,3.99484E-04,2.17390E-06,1.79401E-06,3.99484E-04,2.17390E-06,1.01841E-06,1.50792E-07,9.50141E-07,2.37798E-07,1.71255E-06,1.79401E-06,3.99484E-04,2.17390E-06
701 nm,1.97127E-06,1.55690E-06,3.99791E-04,1.97127E-06,1.55690E-06,3.99791E-04,1.97127E-06,9.85135E-07,1.45206E-07,9.63102E-07,0.00000E+00,1.63528E-06,1.55690E-06,3.99791E-04,1.97127E-06
702 nm,1.95783E-06,1.89530E-06,3.58603E-04,1.95783E-06,1.89530E-06,3.58603E-04,1.95783E-06,1.26590E-06,2.92115E-08,7.77288E-07,4.67775E-09,1.70822E-06,1.89530E-06,3.58603E-04,1.95783E-06
703 nm,2.25866E-06,1.97893E-06,3.69262E-04,2.25866E-06,1.97893E-06,3.69262E-04,2.25866E-06,1.04887E-06,1.59354E-07,9.63845E-07,4.03928E-08,2.02512E-06,1.97893E-06,3.69262E-04,2.25866E-06
704 nm,1.51645E-06,1.81505E-06,3.61754E-04,1.51645E-06,1.81505E-06,3.61754E-04,1.51645E-06,1.01540E-06,1.72862E-07,7.38470E-07,1.64107E-08,1.46256E-06,1.81505E-06,3.61754E-04,1.51645E-06
705 nm,1.70581E-06,1.13276E-06,3.65233E-04,1.70581E-06,1.13276E-06,3.65233E-04,1.70581E-06,1.25514E-06,3.83190E-07,9.14461E-07,1.69593E-09,1.72604E-06,1.13276E-06,3.65233E-04,1.70581E-06
706 nm,2.12735E-06,1.18737E-06,3.53081E-04,2.12735E-06,1.18737E-06,3.53081E-04,2.12735E-06,8.95126E-07,5.27818E-07,1.04115E-06,3.33292E-08,1.70579E-06,1.18737E-06,3.53081E-04,2.12735E-06
707 nm,1.75279E-06,1.32809E-06,3.33809E-04,1.75279E-06,1.32809E-06,3.33809E-04,1.75279E-06,1.01553E-06,8.94797E-07,8.69093E-07,6.72687E-08,1.74093E-06,1.32809E-06,3.33809E-04,1.75279E-06
708 nm,1.42413E-06,1.49924E-06,3.26177E-04,1.42413E-06,1.49924E-06,3.26177E-04,1.42413E-06,7.94890E-07,7.53550E-07,5.71553E-07,8.20036E-08,1.69573E-06,1.49924E-06,3.26177E-04,1.42413E-06
709 nm,1.76732E-06,1.99294E-06,3.08956E-04,1.76732E-06,1.99294E-06,3.08956E-04,1.76732E-06,6.01289E-07,5.77894E-07,8.56396E-07,1.06324E-09,1.47320E-06,1.99294E-06,3.08956E-04,1.76732E-06
710 nm,1.60323E-06,1.57546E-06,3.07980E-04,1.60323E-06,1.57546E-06,3.07980E-04,1.60323E-06,1.02865E-06,5.35178E-07,8.21235E-07,1.73179E-08,9.31363E-07,1.57546E-06,3.07980E-04,1.60323E-06
711 nm,1.69155E-06,1.49815E-06,3.09128E-04,1.69155E-06,1.49815E-06,3.09128E-04,1.69155E-06,7.60294E-07,5.69799E-07,8.20348E-07,6.47496E-08,1.29452E-06,1.49815E-06,3.09128E-04,1.69155E-06
712 nm,1.37968E-06,1.43215E-06,2.99995E-04,1.37968E-06,1.43215E-06,2.99995E-04,1.37968E-06,8.42163E-07,5.56294E-07,5.45083E-07,0.00000E+00,1.59840E-06,1.43215E-06,2.99995E-04,1.37968E-06
713 nm,1.36797E-06,1.33749E-06,2.97188E-04,1.36797E-06,1.33749E-06,2.97188E-04,1.36797E-06,6.72179E-07,5.24932E-07,1.08299E-06,5.10299E-10,1.36576E-06,1.33749E-06,2.97188E-04,1.36797E-06
714 nm,1.76896E-06,1.56917E-06,2.74797E-04,1.76896E-06,1.56917E-06,2.74797E-04,1.76896E-06,8.98396E-07,2.74058E-07,4.21730E-07,1.66548E-09,1.25133E-06,1.56917E-06,2.74797E-04,1.76896E-06
715 nm,1.16763E-06,1.50802E-06,2.66308E-04,1.16763E-06,1.50802E-06,2.66308E-04,1.16763E-06,8.36319E-07,2.03986E-07,5.91243E-07,0.00000E+00,1.04126E-06,1.50802E-06,2.66308E-04,1.16763E-06
716 nm,1.79117E-06,1.13053E-06,2.54359E-04,1.79117E-06,1.13053E-06,2.54359E-04,1.79117E-06,6.25209E-07,7.12404E-08,4.97048E-07,1.04868E-07,8.70196E-07,1.13053E-06,2.54359E-04,1.79117E-06
717 nm,1.27270E-06,1.11261E-06,2.56929E-04,1.27270E-06,1.11261E-06,2.56929E-04,1.27270E-06,5.21664E-07,7.53361E-09,3.75957E-07,1.83396E-08,1.38232E-06,1.11261E-06,2.56929E-04,1.27270E-06
718 nm,1.42030E-06,1.53386E-06,2.32102E-04,1.42030E-06,1.53386E-06,2.32102E-04,1.42030E-06,4.93226E-07,1.18039E-08,5.20056E-07,0.00000E+00,1.10569E-06,1.53386E-06,2.32102E-04,1.42030E-06
719 nm,1.30037E-06,1.26305E-06,2.40331E-04,1.30037E-06,1.26305E-06,2.40331E-04,1.30037E-06,8.18522E-07,1.00262E-07,4.32291E-07,5.32271E-08,1.19766E-06,1.26305E-06,2.40331E-04,1.30037E-06
720 nm,1.46818E-06,1.56690E-06,2.39618E-04,1.46818E-06,1.56690E-06,2.39618E-04,1.46818E-06,4.22027E-07,0.00000E+00,3.10089E-07,1.89521E-07,1.04380E-06,1.56690E-06,2.39618E-04,1.46818E-06
721 nm,8.03149E-07,1.27389E-06,2.26616E-04,8.03149E-07,1.27389E-06,2.26616E-04,8.03149E-07,6.65777E-07,1.92122E-07,5.33261E-07,4.44958E-08,1.50079E-06,1.27389E-06,2.26616E-04,8.03149E-07
722 nm,1.47985E-06,5.81388E-07,2.25958E-04,1.47985E-06,5.81388E-07,2.25958E-04,1.47985E-06,7.14066E-07,0.00000E+00,5.50545E-07,2.54669E-07,8.23812E-07,5.81388E-07,2.25958E-04,1.47985E-06
723 nm,8.41573E-07,1.56824E-06,2.07977E-04,8.41573E-07,1.56824E-06,2.07977E-04,8.41573E-07,6.22533E-07,7.81708E-09,3.76127E-07,1.09365E-07,8.61081E-07,1.56824E-06,2.07977E-04,8.41573E-07
724 nm,8.99845E-07,9.79025E-07,2.17699E-04,8.99845E-07,9.79025E-07,2.17699E-04,8.99845E-07,8.24503E-07,0.00000E+00,5.05341E-07,8.62777E-09,7.24528E-07,9.79025E-07,2.17699E-04,8.99845E-07
