,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Name,green_100,green_90,green_80,green_70,green_60,green_50,green_40,green_30,green_20,green_10,green_0,uv_100,uv_90,uv_80,uv_70,uv_60,UV_50,uv_40,uv_30,uv_20,uv_10,uv_0
Date,07/09/2015,07/09/2015,07/09/2015,07/09/2015,07/09/2015,07/09/2015,07/09/2015,07/09/2015,07/09/2015,07/09/2015,07/09/2015,07/09/2015,07/09/2015,07/09/2015,07/09/2015,07/09/2015,07/09/2015,07/09/2015,07/09/2015,07/09/2015,07/09/2015,07/09/2015
Time,08:54am,08:54am,08:55am,08:57am,08:58am,08:59am,09:00am,09:01am,09:02am,09:04am,09:06am,09:08am,09:09am,09:09am,09:10am,09:11am,09:13am,09:14am,09:15am,09:17am,09:19am,09:20am
T_int [ms],4564,7968,8263,9653,10937,12166,14348,17708,21220,24683,28764,10105,11535,12819,14198,16307,19902,24007,26646,28978,29131,31228
606 nm,1.87485E-05,1.65785E-05,1.51055E-05,1.32303E-05,1.16794E-05,9.37150E-06,7.81746E-06,6.10737E-06,4.30701E-06,2.32084E-06,6.61615E-07,4.19964E-07,3.93705E-07,5.95931E-07,5.97013E-07,4.62887E-07,3.52346E-07,5.43867E-07,4.58025E-07,5.19896E-07,3.67500E-07,5.02614E-07
607 nm,1.86500E-05,1.67336E-05,1.50877E-05,1.31614E-05,1.14111E-05,9.54025E-06,7.86679E-06,6.20555E-06,4.60389E-06,2.38437E-06,8.58788E-07,8.58500E-07,8.17029E-07,7.00604E-07,7.97675E-07,5.62833E-07,5.75390E-07,5.66109E-07,5.68362E-07,5.80615E-07,6.84032E-07,7.27249E-07
608 nm,1.92627E-05,1.73477E-05,1.54809E-05,1.39120E-05,1.20138E-05,1.03969E-05,8.63058E-06,6.93795E-06,5.16469E-06,3.58650E-06,1.56436E-06,1.55164E-06,1.58998E-06,1.41586E-06,1.48267E-06,1.39987E-06,1.62408E-06,1.49903E-06,1.65856E-06,1.46484E-06,1.54535E-06,1.50766E-06
609 nm,2.09788E-05,1.89268E-05,1.74862E-05,1.53171E-05,1.36332E-05,1.21171E-05,1.00498E-05,8.47395E-06,6.95136E-06,5.16989E-06,3.47168E-06,3.20662E-06,3.06156E-06,3.32529E-06,3.36607E-06,3.22627E-06,3.36199E-06,3.22307E-06,3.42145E-06,3.32107E-06,3.43123E-06,3.18566E-06
610 nm,2.16967E-05,2.02773E-05,1.83228E-05,1.66843E-05,1.49336E-05,1.33029E-05,1.15670E-05,1.00645E-05,8.32239E-06,6.63447E-06,4.99914E-06,4.80484E-06,4.81321E-06,4.70464E-06,4.79723E-06,4.97689E-06,4.87005E-06,4.82287E-06,4.85788E-06,4.83220E-06,4.83738E-06,4.79544E-06
611 nm,2.20916E-05,2.11697E-05,1.92254E-05,1.76677E-05,1.55995E-05,1.40450E-05,1.25086E-05,1.07010E-05,9.00115E-06,7.44735E-06,5.80283E-06,5.50603E-06,5.82801E-06,5.37190E-06,5.59849E-06,5.53958E-06,5.43431E-06,5.63089E-06,5.73298E-06,5.71463E-06,5.51338E-06,5.49958E-06
612 nm,2.18811E-05,2.01744E-05,1.89662E-05,1.63227E-05,1.50457E-05,1.37405E-05,1.21361E-05,1.02957E-05,8.64109E-06,6.93441E-06,5.51670E-06,5.35265E-06,5.08103E-06,5.26427E-06,5.38136E-06,5.21903E-06,5.14935E-06,5.18612E-06,5.42284E-06,5.28953E-06,5.37279E-06,5.27350E-06
613 nm,2.02863E-05,1.93189E-05,1.78188E-05,1.58913E-05,1.39318E-05,1.26265E-05,1.12683E-05,9.27478E-06,7.95252E-06,6.26069E-06,4.64747E-06,4.28844E-06,4.36372E-06,4.58974E-06,4.66827E-06,4.32387E-06,4.25882E-06,4.40397E-06,4.41341E-06,4.53538E-06,4.49401E-06,4.41886E-06
614 nm,1.99783E-05,1.79881E-05,1.68154E-05,1.44993E-05,1.34338E-05,1.12833E-05,1.00167E-05,8.51200E-06,6.92871E-06,5.34361E-06,3.82828E-06,3.43312E-06,3.48723E-06,3.65136E-06,3.42674E-06,3.39571E-06,3.53093E-06,3.65022E-06,3.68946E-06,3.51113E-06,3.68064E-06,3.35649E-06
615 nm,1.80908E-05,1.69853E-05,1.53692E-05,1.34384E-05,1.20229E-05,1.06011E-05,9.15185E-06,7.31126E-06,5.89260E-06,4.27498E-06,2.70855E-06,2.56549E-06,2.69290E-06,2.50943E-06,2.69922E-06,2.58965E-06,2.72912E-06,2.58786E-06,2.47383E-06,2.57527E-06,2.70426E-06,2.59155E-06
616 nm,1.76557E-05,1.53981E-05,1.36585E-05,1.22617E-05,1.14097E-05,9.87676E-06,8.08592E-06,6.51939E-06,5.12395E-06,3.31576E-06,2.14805E-06,2.02261E-06,1.48410E-06,2.03793E-06,1.81860E-06,2.01160E-06,1.83937E-06,1.76297E-06,1.94716E-06,1.82560E-06,1.94375E-06,1.74730E-06
617 nm,1.65053E-05,1.48958E-05,1.33683E-05,1.22556E-05,1.03848E-05,8.87514E-06,7.21748E-06,6.11807E-06,4.60568E-06,3.16494E-06,1.69128E-06,1.38642E-06,1.37111E-06,1.63711E-06,1.56183E-06,1.19069E-06,1.58359E-06,1.39445E-06,1.41539E-06,1.35090E-06,1.58619E-06,1.69390E-06
618 nm,1.58597E-05,1.45220E-05,1.28350E-05,1.16316E-05,1.01499E-05,8.75374E-06,7.52589E-06,6.02192E-06,4.15534E-06,2.85082E-06,1.65915E-06,1.12621E-06,1.34173E-06,1.27972E-06,1.02795E-06,1.29383E-06,1.03894E-06,1.14759E-06,1.25227E-06,1.14685E-06,1.18636E-06,9.89879E-07
619 nm,1.51765E-05,1.43766E-05,1.28269E-05,1.10407E-05,9.85396E-06,8.38460E-06,6.91428E-06,5.68330E-06,4.15005E-06,2.87447E-06,1.38640E-06,1.34071E-06,1.20744E-06,1.20695E-06,1.26710E-06,9.54997E-07,8.74346E-07,1.16296E-06,1.02957E-06,1.22228E-06,1.13971E-06,1.28663E-06
620 nm,1.50802E-05,1.37887E-05,1.25975E-05,1.12844E-05,9.60014E-06,8.17496E-06,6.96890E-06,5.47290E-06,4.11330E-06,2.62945E-06,1.33983E-06,1.11911E-06,1.26738E-06,1.16656E-06,1.35090E-06,1.21337E-06,1.29289E-06,1.06214E-06,1.14009E-06,1.14294E-06,1.05093E-06,1.13755E-06
621 nm,1.50131E-05,1.34965E-05,1.23690E-05,1.05044E-05,9.49066E-06,8.09811E-06,6.69457E-06,5.31012E-06,3.99190E-06,2.58187E-06,1.17674E-06,9.44230E-07,1.25649E-06,1.42296E-06,1.15030E-06,9.74157E-07,1.15648E-06,1.11931E-06,1.12848E-06,1.24339E-06,1.00045E-06,9.99869E-07
622 nm,1.48842E-05,1.33958E-05,1.18567E-05,1.06531E-05,9.32091E-06,7.85248E-06,6.56673E-06,5.03401E-06,3.86351E-06,2.53127E-06,1.21598E-06,1.16671E-06,9.78704E-07,1.07289E-06,1.02205E-06,1.10599E-06,9.74267E-07,1.03491E-06,1.01449E-06,1.03144E-06,9.98748E-07,8.70177E-07
623 nm,1.43647E-05,1.28172E-05,1.16819E-05,1.02188E-05,9.11538E-06,8.02496E-06,6.52039E-06,5.04231E-06,3.73109E-06,2.39936E-06,1.14472E-06,8.76326E-07,1.16254E-06,1.09461E-06,1.15443E-06,9.39789E-07,1.04525E-06,1.05737E-06,1.13844E-06,9.83278E-07,1.16762E-06,9.33538E-07
624 nm,1.39451E-05,1.27297E-05,1.16036E-05,1.00897E-05,8.89161E-06,7.76884E-06,6.17266E-06,4.98665E-06,3.50262E-06,2.24279E-06,1.24525E-06,8.52980E-07,8.76130E-07,9.53169E-07,8.81909E-07,9.32696E-07,8.03623E-07,8.64460E-07,8.82294E-07,9.83952E-07,9.47377E-07,8.40947E-07
625 nm,1.38184E-05,1.22025E-05,1.08512E-05,9.74716E-06,8.24467E-06,7.30328E-06,5.97439E-06,4.86398E-06,3.50990E-06,2.17412E-06,9.91386E-07,1.01750E-06,8.64200E-07,8.93994E-07,7.49369E-07,7.49829E-07,9.75209E-07,9.11053E-07,9.21768E-07,8.08239E-07,9.74146E-07,8.26562E-07
626 nm,1.31374E-05,1.20818E-05,1.06243E-05,9.29601E-06,8.18223E-06,7.20110E-06,5.92928E-06,4.56022E-06,3.25171E-06,2.41629E-06,9.88384E-07,4.94881E-07,8.94437E-07,9.42014E-07,5.62915E-07,9.10187E-07,8.24246E-07,8.09108E-07,9.65910E-07,7.92383E-07,9.10065E-07,6.51767E-07
627 nm,1.30620E-05,1.20979E-05,1.06249E-05,9.45600E-06,8.25756E-06,7.10040E-06,5.65266E-06,4.60216E-06,3.19533E-06,2.00900E-06,7.54619E-07,5.04111E-07,6.71900E-07,9.31701E-07,7.04009E-07,7.21238E-07,8.46291E-07,7.54501E-07,7.54450E-07,8.45397E-07,6.85759E-07,5.52615E-07
628 nm,1.25257E-05,1.15680E-05,1.05145E-05,9.06320E-06,7.93589E-06,6.86803E-06,5.16874E-06,4.36882E-06,3.28489E-06,2.12165E-06,8.95501E-07,8.67971E-07,6.36577E-07,6.44769E-07,6.60879E-07,9.00840E-07,8.19087E-07,7.32732E-07,7.17012E-07,8.81062E-07,7.29617E-07,6.96321E-07
629 nm,1.25268E-05,1.15881E-05,1.03893E-05,9.34216E-06,7.90078E-06,6.67364E-06,5.48374E-06,4.43611E-06,3.31701E-06,2.29633E-06,1.07165E-06,9.57678E-07,9.22565E-07,8.43656E-07,8.86670E-07,9.70199E-07,8.00168E-07,9.43900E-07,8.58123E-07,8.10198E-07,9.07532E-07,9.59681E-07
630 nm,1.24722E-05,1.13131E-05,9.92894E-06,8.77722E-06,8.06117E-06,6.41546E-06,5.56000E-06,4.27219E-06,3.26927E-06,2.16715E-06,1.11501E-06,8.89250E-07,1.16004E-06,9.36818E-07,1.02595E-06,1.15838E-06,1.06003E-06,9.68364E-07,8.83512E-07,9.45038E-07,8.53997E-07,9.42597E-07
631 nm,1.21486E-05,1.10900E-05,9.60973E-06,8.64109E-06,7.33538E-06,6.63465E-06,5.54549E-06,4.13721E-06,3.30956E-06,2.13866E-06,1.05505E-06,4.83919E-07,8.90909E-07,8.02174E-07,8.61588E-07,9.42745E-07,7.57581E-07,9.06048E-07,6.47616E-07,9.83138E-07,1.07794E-06,7.15456E-07
632 nm,1.15515E-05,1.03306E-05,9.55035E-06,8.34394E-06,7.30024E-06,6.27311E-06,5.14145E-06,3.86001E-06,2.88656E-06,1.85245E-06,7.28361E-07,8.22344E-07,6.51919E-07,4.20247E-07,7.05090E-07,6.45070E-07,7.24519E-07,6.66167E-07,7.29942E-07,5.46560E-07,6.75385E-07,7.79139E-07
633 nm,1.08565E-05,1.00227E-05,8.97510E-06,7.88607E-06,6.82178E-06,5.64167E-06,4.74537E-06,3.77542E-06,2.75998E-06,1.49482E-06,6.55546E-07,5.84357E-07,7.66844E-07,4.81264E-07,4.66920E-07,5.14606E-07,6.18989E-07,6.28776E-07,3.41278E-07,6.39774E-07,5.90302E-07,4.74725E-07
634 nm,1.05403E-05,9.67669E-06,8.71275E-06,7.36010E-06,6.56575E-06,5.29333E-06,4.41474E-06,3.39525E-06,2.45053E-06,1.48793E-06,4.26164E-07,4.40689E-07,5.45560E-07,4.23342E-07,2.34797E-07,4.01716E-07,2.39910E-07,4.46038E-07,3.22700E-07,3.82887E-07,4.21296E-07,4.02570E-07
635 nm,1.05222E-05,9.31105E-06,8.28675E-06,7.25350E-06,6.09559E-06,5.28367E-06,4.39550E-06,3.55209E-06,2.27247E-06,1.26186E-06,4.68535E-07,3.09709E-07,1.16439E-07,3.80644E-07,3.63616E-07,3.01372E-07,1.16375E-07,1.22865E-07,2.93723E-07,2.71845E-07,2.68954E-07,2.62754E-07
636 nm,9.99509E-06,8.89861E-06,8.13684E-06,6.99355E-06,6.26076E-06,4.90350E-06,4.12278E-06,3.24896E-06,2.46678E-06,1.29590E-06,2.66737E-07,2.75462E-07,7.09473E-08,3.36013E-09,1.56129E-07,1.42914E-07,4.45521E-07,1.40394E-07,8.51165E-08,1.13318E-07,2.81177E-07,2.00221E-07
637 nm,9.72537E-06,8.58363E-06,8.35256E-06,7.08138E-06,5.95238E-06,5.14555E-06,4.10792E-06,3.11153E-06,2.16149E-06,1.13401E-06,2.74955E-07,2.38208E-09,2.09942E-07,1.38034E-07,1.23917E-07,1.33731E-07,2.40277E-07,1.67032E-07,2.71912E-07,1.15705E-07,9.85376E-08,2.03387E-07
638 nm,9.36953E-06,8.87729E-06,7.63620E-06,6.60959E-06,5.91323E-06,4.98727E-06,4.02647E-06,3.03543E-06,2.25928E-06,1.24913E-06,2.02510E-07,2.31192E-07,2.07041E-08,2.75284E-08,2.00114E-07,1.69482E-07,5.05354E-08,8.60391E-08,1.72289E-07,2.20256E-07,1.08142E-07,1.94557E-07
639 nm,9.10839E-06,8.32467E-06,7.30890E-06,6.86097E-06,5.67458E-06,4.90257E-06,3.79522E-06,3.08077E-06,2.03847E-06,1.04825E-06,1.15487E-07,1.74593E-07,1.02614E-07,5.94149E-08,2.87091E-07,2.55803E-08,5.01458E-08,1.42284E-07,2.18262E-07,1.52214E-07,5.71637E-08,6.44645E-08
640 nm,9.07738E-06,8.48216E-06,7.45682E-06,6.47995E-06,5.54298E-06,4.60181E-06,3.81179E-06,2.88212E-06,2.03972E-06,1.04645E-06,2.30872E-07,1.85417E-07,3.82150E-08,8.27277E-08,3.78577E-08,8.09065E-09,1.72771E-07,1.71979E-07,1.27848E-07,1.66399E-07,3.94728E-08,5.24849E-08
641 nm,8.67217E-06,8.38169E-06,7.15823E-06,6.55771E-06,5.41867E-06,4.75579E-06,3.79594E-06,2.76598E-06,1.96620E-06,1.12449E-06,2.37447E-07,5.77725E-08,9.38217E-08,0.00000E+00,6.63865E-08,8.76010E-08,1.84164E-07,1.24546E-07,1.84279E-07,1.84656E-07,2.10551E-07,1.76666E-07
642 nm,8.96865E-06,8.32582E-06,7.14491E-06,6.24217E-06,5.36718E-06,4.38609E-06,3.70023E-06,2.85300E-06,1.67325E-06,1.23592E-06,1.87901E-07,2.50342E-07,8.24171E-08,2.43823E-07,2.34187E-07,4.48327E-08,1.84957E-07,2.08901E-07,2.05334E-07,2.19929E-07,1.55169E-07,2.29116E-07
643 nm,8.36492E-06,7.64300E-06,7.21774E-06,6.02607E-06,5.11721E-06,4.19861E-06,3.61842E-06,2.88359E-06,1.98102E-06,9.52728E-07,1.14039E-07,2.89651E-07,3.43792E-07,4.94148E-07,3.31784E-07,8.02845E-08,1.08316E-07,1.90994E-07,4.47972E-08,0.00000E+00,1.79471E-07,1.54738E-07
644 nm,8.12148E-06,7.64476E-06,7.01586E-06,6.14925E-06,4.99514E-06,4.34561E-06,3.54925E-06,2.74321E-06,2.04326E-06,1.00201E-06,1.85124E-07,8.85598E-08,1.44554E-07,1.78426E-07,1.48230E-07,2.67537E-07,9.82773E-08,3.16346E-07,1.79857E-07,2.27088E-07,1.45009E-07,5.39285E-08
645 nm,8.21595E-06,7.55990E-06,6.69538E-06,5.89380E-06,4.97965E-06,4.15241E-06,3.35696E-06,2.64521E-06,1.85449E-06,1.04040E-06,2.87598E-07,2.48716E-08,3.23789E-07,0.00000E+00,1.95867E-07,3.06660E-07,1.41079E-07,1.90009E-07,3.25739E-07,1.69660E-07,9.54872E-08,2.29772E-07
646 nm,8.07435E-06,7.33123E-06,6.39985E-06,5.56187E-06,5.05092E-06,3.85052E-06,3.32849E-06,2.63961E-06,1.80892E-06,1.09285E-06,3.23816E-07,2.89276E-07,1.09964E-07,0.00000E+00,2.28168E-07,1.71675E-07,6.19632E-08,2.42148E-07,2.96357E-07,1.83141E-07,2.26261E-07,1.18393E-07
647 nm,7.77873E-06,6.92322E-06,5.98279E-06,5.22319E-06,4.63551E-06,4.25601E-06,3.37946E-06,2.66860E-06,1.76300E-06,1.02320E-06,1.70729E-07,1.81930E-07,3.24758E-07,1.68982E-07,1.57851E-07,3.04724E-07,1.71741E-07,2.01924E-08,2.34422E-07,1.50556E-07,2.84831E-07,4.92119E-08
648 nm,8.07828E-06,6.84363E-06,6.31554E-06,5.26669E-06,4.51648E-06,3.96447E-06,3.19373E-06,2.48420E-06,1.74397E-06,8.42258E-07,2.48432E-07,5.18452E-07,4.92681E-07,7.49551E-08,2.40919E-07,2.63215E-07,2.09550E-07,2.59326E-07,2.26606E-07,2.49225E-07,2.54017E-07,1.31676E-07
649 nm,7.32733E-06,6.79708E-06,6.13121E-06,5.37876E-06,4.55996E-06,3.65877E-06,2.85571E-06,2.54274E-06,1.73454E-06,1.11823E-06,3.16637E-07,1.64180E-08,2.59163E-07,3.31216E-07,3.13011E-07,1.27224E-07,4.30151E-07,4.31427E-07,2.99826E-07,3.37518E-07,2.07172E-07,2.62254E-07
650 nm,7.54021E-06,6.89096E-06,6.00700E-06,5.29450E-06,4.45933E-06,4.10745E-06,3.15557E-06,2.25836E-06,1.64327E-06,1.06659E-06,5.44839E-07,2.46168E-07,1.06538E-07,4.42282E-07,3.04487E-07,1.94266E-07,3.19901E-07,2.76376E-07,2.06403E-07,2.37349E-07,1.72889E-07,3.02541E-07
651 nm,7.19265E-06,6.21237E-06,5.51434E-06,4.89193E-06,4.50212E-06,3.54518E-06,3.21669E-06,2.32596E-06,1.67246E-06,1.00748E-06,3.21654E-07,2.50901E-07,2.40699E-07,3.97471E-07,2.57342E-07,2.55887E-07,2.28804E-07,3.35641E-07,2.59127E-07,3.72971E-07,2.67173E-07,3.17844E-07
652 nm,6.99496E-06,6.16349E-06,5.26485E-06,4.82394E-06,4.30110E-06,3.67633E-06,2.82555E-06,2.39453E-06,1.78748E-06,9.76262E-07,2.19993E-07,2.20739E-07,3.95138E-07,2.94731E-08,3.79030E-07,9.46567E-08,2.03767E-07,3.56937E-07,1.65978E-07,1.92181E-07,3.49320E-07,3.30662E-07
653 nm,6.45951E-06,6.18057E-06,5.64308E-06,4.67832E-06,4.04894E-06,3.25291E-06,2.88910E-06,2.04751E-06,1.58233E-06,9.29168E-07,2.90591E-07,3.74316E-07,2.27491E-07,1.54863E-10,1.14213E-07,2.93258E-07,2.48898E-07,1.60446E-07,2.34426E-07,7.17132E-08,7.24124E-08,7.16605E-08
654 nm,6.73541E-06,5.62035E-06,5.43735E-06,4.54876E-06,3.78968E-06,3.49802E-06,2.60719E-06,2.18886E-06,1.50266E-06,9.53873E-07,2.23520E-07,0.00000E+00,1.50390E-09,8.15084E-08,1.97369E-07,1.88400E-07,3.57700E-07,2.38029E-07,1.82740E-07,3.41293E-08,1.71635E-07,2.63120E-07
655 nm,6.36299E-06,5.90161E-06,5.07202E-06,4.20127E-06,3.86241E-06,3.31119E-06,2.82076E-06,2.06580E-06,1.51010E-06,7.95886E-07,2.22371E-07,2.18298E-07,9.12215E-08,1.25869E-07,5.78726E-08,7.03798E-08,2.76704E-07,1.01768E-07,7.63058E-08,2.18844E-07,9.03029E-08,1.10809E-07
656 nm,6.16129E-06,5.72924E-06,4.72758E-06,4.43629E-06,4.01405E-06,3.24687E-06,2.52275E-06,2.12543E-06,1.57182E-06,6.77287E-07,2.13673E-07,4.64269E-08,1.05343E-07,2.18331E-07,2.11209E-09,2.71174E-07,6.14780E-08,1.34108E-07,1.77612E-07,1.23866E-07,1.42837E-07,0.00000E+00
657 nm,5.72361E-06,5.41718E-06,4.70158E-06,4.26281E-06,3.59150E-06,2.88812E-06,2.86196E-06,1.79931E-06,1.23879E-06,7.67188E-07,2.41088E-07,2.23539E-07,2.70621E-08,1.54733E-07,0.00000E+00,1.00900E-07,0.00000E+00,1.53986E-07,2.35047E-07,7.72788E-08,7.41533E-08,3.22121E-08
658 nm,5.67193E-06,5.05216E-06,4.63949E-06,4.47946E-06,3.52088E-06,3.10377E-06,2.43832E-06,2.07067E-06,1.28956E-06,7.99110E-07,3.72103E-07,3.06488E-07,3.65714E-08,1.21729E-07,2.35526E-07,1.94103E-08,2.73413E-09,1.44058E-07,8.42975E-08,2.92833E-07,5.36851E-08,2.69014E-08
659 nm,5.84196E-06,5.17375E-06,4.63119E-06,3.94073E-06,3.40791E-06,2.94820E-06,2.39934E-06,1.88775E-06,1.28622E-06,7.18930E-07,2.20902E-07,1.03720E-07,2.02232E-08,4.91402E-08,2.17227E-08,1.02478E-07,6.86701E-08,1.06089E-08,5.93638E-08,5.64862E-08,3.31283E-08,2.76160E-07
660 nm,5.50191E-06,4.70439E-06,4.60207E-06,4.36645E-06,3.30791E-06,3.01854E-06,2.40085E-06,1.86767E-06,1.20871E-06,7.71552E-07,2.53042E-07,3.42407E-07,3.10092E-08,5.75981E-08,1.81120E-07,6.03258E-08,3.72695E-07,6.79061E-08,1.60276E-07,3.62857E-08,8.92895E-08,8.48253E-08
661 nm,5.13638E-06,5.09384E-06,4.60276E-06,3.89631E-06,3.52822E-06,2.94493E-06,2.23699E-06,1.90717E-06,1.48698E-06,7.37146E-07,3.52706E-07,3.15910E-07,6.29965E-09,3.84414E-07,4.57847E-07,2.72126E-07,1.06559E-07,6.14946E-08,7.50120E-08,1.67376E-07,1.20132E-07,1.08587E-07
662 nm,5.47547E-06,5.26157E-06,4.70681E-06,3.57069E-06,3.49467E-06,2.75081E-06,2.34512E-06,1.73965E-06,1.39787E-06,8.14065E-07,3.46611E-07,2.38222E-07,2.58699E-07,2.97159E-07,2.56812E-07,2.16489E-07,8.72315E-08,3.50842E-07,2.39445E-07,6.31205E-08,2.36041E-07,1.10571E-07
663 nm,5.15072E-06,4.82223E-06,4.14065E-06,3.69607E-06,3.15797E-06,2.69585E-06,2.44432E-06,1.76370E-06,1.24168E-06,7.94799E-07,2.61365E-07,2.94921E-07,1.38151E-07,3.26339E-07,2.96874E-07,2.50346E-07,9.08529E-08,1.26540E-07,3.28759E-08,2.08366E-07,1.83028E-07,1.78829E-07
664 nm,5.11564E-06,4.46996E-06,4.09821E-06,3.75809E-06,3.22403E-06,2.91650E-06,2.14637E-06,1.63135E-06,1.44080E-06,7.10177E-07,4.65012E-07,1.55147E-07,2.50108E-07,0.00000E+00,1.75317E-07,3.75953E-07,3.03260E-07,2.26954E-07,7.84377E-08,1.92312E-07,2.91701E-07,5.62313E-08
665 nm,4.67521E-06,4.17858E-06,4.17012E-06,3.54317E-06,3.04285E-06,2.69641E-06,1.85772E-06,1.80520E-06,1.23024E-06,7.13958E-07,3.38837E-07,0.00000E+00,3.39237E-07,2.25807E-07,3.08470E-07,2.85414E-07,2.25432E-07,1.51999E-07,9.25827E-08,1.21192E-07,1.65219E-07,4.00598E-08
666 nm,4.96268E-06,4.24076E-06,4.12653E-06,3.58284E-06,2.92788E-06,2.64389E-06,1.87645E-06,1.53241E-06,1.15937E-06,8.33705E-07,1.93587E-07,4.70471E-07,6.07676E-08,2.08751E-07,5.75839E-09,1.91789E-07,1.92916E-07,1.79263E-07,3.87739E-07,2.37988E-07,1.61116E-07,2.68476E-08
667 nm,4.84427E-06,4.36460E-06,3.65006E-06,3.30434E-06,2.81828E-06,2.65339E-06,1.75565E-06,1.55367E-06,1.14759E-06,6.69171E-07,2.35359E-07,1.80130E-07,1.11745E-07,2.31994E-07,3.91324E-08,2.19754E-07,2.30214E-07,4.22200E-08,0.00000E+00,9.15932E-08,1.53163E-07,1.08733E-07
668 nm,4.92961E-06,3.92906E-06,3.83664E-06,3.16472E-06,2.88996E-06,2.19568E-06,1.96544E-06,1.39602E-06,9.57410E-07,6.56006E-07,3.02664E-07,0.00000E+00,2.51099E-07,1.77294E-07,1.93990E-07,4.63088E-08,3.09873E-07,9.15619E-08,1.27411E-07,2.66071E-07,6.08798E-08,1.08179E-07
669 nm,4.20251E-06,3.97448E-06,3.71752E-06,2.71536E-06,2.82379E-06,2.36962E-06,1.78813E-06,1.27997E-06,1.15712E-06,4.98253E-07,3.38808E-07,1.35311E-07,1.04071E-07,1.85481E-07,1.25524E-07,7.98098E-08,1.32381E-07,1.09408E-07,1.18522E-07,1.07723E-07,2.63039E-07,1.44650E-07
670 nm,3.96675E-06,3.76977E-06,3.46891E-06,3.19125E-06,2.93203E-06,2.34420E-06,2.00949E-06,1.54221E-06,1.09991E-06,6.51610E-07,1.71135E-07,1.46640E-08,0.00000E+00,5.81524E-08,1.25695E-07,3.71113E-09,2.70110E-07,1.33914E-07,1.97034E-07,1.52305E-07,3.65699E-08,1.34867E-07
671 nm,4.24844E-06,3.62193E-06,3.81518E-06,2.66931E-06,2.70123E-06,2.38108E-06,1.87653E-06,1.28890E-06,1.04204E-06,5.86496E-07,3.40671E-07,5.75866E-08,1.71984E-07,1.01636E-07,0.00000E+00,3.37618E-07,2.05136E-07,1.78933E-07,4.35113E-08,8.65958E-08,2.41611E-07,2.91970E-08
672 nm,4.13418E-06,3.97216E-06,3.15715E-06,3.08246E-06,2.53393E-06,2.27712E-06,2.14400E-06,1.64506E-06,9.65257E-07,4.30500E-07,1.39988E-07,1.67955E-07,1.43547E-07,2.91887E-07,1.16310E-07,1.86408E-07,1.70969E-07,7.05387E-08,3.46391E-07,2.06499E-07,2.37130E-07,6.48683E-08
673 nm,4.30096E-06,3.48639E-06,3.19222E-06,3.02898E-06,2.68077E-06,2.04324E-06,1.78606E-06,1.43680E-06,9.56170E-07,5.03508E-07,1.55669E-07,2.50880E-07,7.40075E-08,0.00000E+00,2.47453E-07,1.68133E-07,2.14600E-07,5.91439E-08,3.02778E-08,1.84114E-07,1.44293E-07,1.39859E-07
674 nm,4.17480E-06,3.50694E-06,3.10615E-06,2.71255E-06,2.38047E-06,1.95179E-06,1.93924E-06,1.37620E-06,9.16200E-07,4.84510E-07,1.92447E-07,9.17386E-08,1.86897E-07,1.53227E-07,2.56407E-07,3.24546E-07,1.13270E-07,6.29769E-08,7.96705E-08,1.15491E-07,1.71441E-07,3.73463E-08
675 nm,3.65654E-06,3.72430E-06,3.24463E-06,2.36109E-06,2.50289E-06,2.44269E-06,1.49207E-06,1.20326E-06,1.00405E-06,4.86360E-07,2.63589E-07,8.60093E-08,1.14440E-07,1.53084E-07,6.71931E-08,1.56225E-07,1.32375E-07,1.83563E-07,1.96309E-07,1.78993E-07,4.61821E-09,1.22875E-07
676 nm,3.65712E-06,3.54868E-06,3.01509E-06,2.49279E-06,2.21476E-06,1.76941E-06,1.65506E-06,1.20837E-06,9.15251E-07,4.95856E-07,2.22035E-07,7.38905E-08,2.90763E-07,1.38834E-07,3.26772E-08,2.98595E-08,6.51571E-08,2.13155E-07,6.66226E-08,4.71276E-08,2.42366E-07,1.53286E-07
677 nm,3.67001E-06,3.09291E-06,3.04964E-06,2.85297E-06,2.42504E-06,1.73896E-06,1.68834E-06,1.11460E-06,8.78726E-07,5.52886E-07,1.38414E-07,2.07562E-07,0.00000E+00,8.87716E-09,2.65914E-07,7.57981E-08,2.25902E-07,1.19435E-07,2.40938E-07,7.28318E-08,4.26537E-08,8.78885E-08
678 nm,3.08888E-06,3.18400E-06,2.78657E-06,2.49216E-06,2.06744E-06,2.03358E-06,1.33138E-06,1.10276E-06,9.05642E-07,6.27329E-07,1.20074E-07,3.52896E-07,1.72517E-07,7.73881E-08,6.62413E-08,6.51102E-08,1.28350E-07,5.62939E-08,1.03976E-07,7.73598E-08,2.66270E-07,0.00000E+00
679 nm,2.96583E-06,3.01065E-06,2.75216E-06,2.29114E-06,2.17387E-06,1.86988E-06,1.45255E-06,1.11343E-06,6.64927E-07,3.95453E-07,0.00000E+00,8.75748E-09,2.66215E-07,2.54098E-08,0.00000E+00,1.40933E-07,2.22687E-07,1.56577E-07,1.51080E-07,1.42380E-07,5.58861E-08,1.69210E-07
